,Address
14717,"500 CHERRY AVE, Charlottesville VA"
14718,"473 RIDGE MCINTIRE RD, Charlottesville VA"
14719,"473 RIDGE MCINTIRE RD, Charlottesville VA"
14720,"501 W MAIN ST, Charlottesville VA"
14721,"945 EMMET ST, Charlottesville VA"
14722,"615 E WATER ST, Charlottesville VA"
14723,"615 E WATER ST, Charlottesville VA"
14724,"805 E MARKET ST, Charlottesville VA"
14725,"805 E MARKET ST, Charlottesville VA"
14726,"1900 EMMET ST N, Charlottesville VA"
14727,"1415 SHORT 18TH ST, Charlottesville VA"
14728,"1415 SHORT 18TH ST, Charlottesville VA"
14729,"115 ELLIWOOD AVE, Charlottesville VA"
14730,"115 ELLIWOOD AVE, Charlottesville VA"
14731,"109 THOMAS DR, Charlottesville VA"
14732,"501 W MAIN ST, Charlottesville VA"
14733,"501 W MAIN ST, Charlottesville VA"
14734,"1935 ARLINGTON BLVD, Charlottesville VA"
14735,"1935 ARLINGTON BLVD, Charlottesville VA"
14736,"1935 ARLINGTON BLVD, Charlottesville VA"
14737,"606 E MARKET ST, Charlottesville VA"
14738,"200 RIDGE MCINTIRE RD, Charlottesville VA"
14739,"200 RIDGE MCINTIRE RD, Charlottesville VA"
14740,"606 E MARKET ST, Charlottesville VA"
14741,"832 HARDY DR A, Charlottesville VA"
14742,"832 HARDY DR A, Charlottesville VA"
14743,"1936 ARLINGTON RD, Charlottesville VA"
14744,"606 E MARKET ST, Charlottesville VA"
14745,"501 W MAIN ST, Charlottesville VA"
14746,"501 W MAIN ST, Charlottesville VA"
14747,"300 FAIRWAY AVE, Charlottesville VA"
14748,"300 FAIRWAY AVE, Charlottesville VA"
14749,"300 FAIRWAY AVE, Charlottesville VA"
14750,"300 FAIRWAY AVE, Charlottesville VA"
14751,"200 E MARKET ST, Charlottesville VA"
14752,"509 PATON ST, Charlottesville VA"
14753,"500 OLD LYNCHBURG RD, Charlottesville VA"
14754,"500 OLD LYNCHBURG RD, Charlottesville VA"
14755,"500 OLD LYNCHBURG RD, Charlottesville VA"
14756,"500 OLD LYNCHBURG RD, Charlottesville VA"
14757,"500 OLD LYNCHBURG RD, Charlottesville VA"
14758,"500 OLD LYNCHBURG RD, Charlottesville VA"
14759,"500 OLD LYNCHBURG RD, Charlottesville VA"
14760,"500 OLD LYNCHBURG RD, Charlottesville VA"
14761,"475 RIDGE MCINTIRE RD, Charlottesville VA"
14762,"475 RIDGE MCINTIRE RD, Charlottesville VA"
14763,
14764,"200 RIDGE MCINTIRE RD, Charlottesville VA"
14765,"243 RIDGE MCINTIRE RD, Charlottesville VA"
14766,"1309 6TH ST SE, Charlottesville VA"
14767,"1105 5TH ST EXT, Charlottesville VA"
14768,"1105 5TH ST EXT, Charlottesville VA"
14769,"606 E MARKET ST, Charlottesville VA"
14770,
14771,"903 FORREST ST, Charlottesville VA"
14772,"1305 LONG ST, Charlottesville VA"
14773,"1510 AVON ST, Charlottesville VA"
14774,"2691 BARRACKS RD, Charlottesville VA"
14775,"606 E MARKET ST, Charlottesville VA"
14776,"1210 CHERRY AVE A, Charlottesville VA"
14777,"163 CHANCELLOR ST 6, Charlottesville VA"
14778," RICHMOND PD, Charlottesville VA"
14779," RICHMOND PD, Charlottesville VA"
14780," RICHMOND PD, Charlottesville VA"
14781," RICHMOND PD, Charlottesville VA"
14782," RICHMOND PD, Charlottesville VA"
14783," RICHMOND PD, Charlottesville VA"
14784," RICHMOND PD, Charlottesville VA"
14785," RICHMOND PD, Charlottesville VA"
14786," RICHMOND PD, Charlottesville VA"
14787,"1900 JEFFERSON PARK AVE, Charlottesville VA"
14788," AUGUSTA COUNTY PD, Charlottesville VA"
14789,"610 E MAIN ST, Charlottesville VA"
14790,"102 KENT TERR, Charlottesville VA"
14791,"102 KENT TERR, Charlottesville VA"
14792,"1212 AGNESE ST, Charlottesville VA"
14793,"4633 JURLANDO LN, Charlottesville VA"
14794,"4633 JURLANDO LN, Charlottesville VA"
14795,"4633 JURLANDO LN, Charlottesville VA"
14796,"2111 MICHIE DR 16, Charlottesville VA"
14797,"606 E MARKET ST, Charlottesville VA"
14798,"606 E MARKET ST, Charlottesville VA"
14799,"606 E MARKET ST, Charlottesville VA"
14800,
14801,"160 PEREGORY LN, Charlottesville VA"
14802,"1100 STONE HEDGE DR, Charlottesville VA"
14803,"1100 STONEHENGE RD, Charlottesville VA"
14804,
14805,"160 PEREGORY LN, Charlottesville VA"
14806,"1610 AVON ST, Charlottesville VA"
14807,"160 PEREGORY LN, Charlottesville VA"
14808,"160 PEREGORY LN, Charlottesville VA"
14809,"2000 JEFFERSON PARK AVE, Charlottesville VA"
14810,"606 E MARKET ST, Charlottesville VA"
14811,"606 E MARKET ST, Charlottesville VA"
14812,"160 PEREGORY LN, Charlottesville VA"
14813," VA BEACH SHERIFF`S OFFICE, Charlottesville VA"
14814," VA BEACH SHERIFF`S OFFICE, Charlottesville VA"
14815," VA BEACH SHERIFF`S OFFICE, Charlottesville VA"
14816," VA BEACH SHERIFF`S OFFICE, Charlottesville VA"
14817," VA BEACH SHERIFF`S OFFICE, Charlottesville VA"
14818,"160 PEREGORY LN, Charlottesville VA"
14819,"160 PEREGORY LN, Charlottesville VA"
14820,"1400 EMMET ST, Charlottesville VA"
14821,"100 E MARKET ST, Charlottesville VA"
14822,"120 E MAIN ST, Charlottesville VA"
14823,"1610 AVON ST, Charlottesville VA"
14824,"1610 AVON ST, Charlottesville VA"
14825,"2204 N BERKSHIRE RD 4, Charlottesville VA"
14826,"210 5TH ST SW, Charlottesville VA"
14827,"2000 BARRACKS RD, Charlottesville VA"
14828,"112 W MARKET ST, Charlottesville VA"
14829,"1212 AGNESE ST, Charlottesville VA"
14830,"1805 N EMEMT ST, Charlottesville VA"
14831,
14832,
14833,
14834,"750 HARRIS ST, Charlottesville VA"
14835,"315 E HIGH ST, Charlottesville VA"
14836,"610 BAILEY RD, Charlottesville VA"
14837,"711 6TH ST SE E, Charlottesville VA"
14838,"606 E MARKET ST, Charlottesville VA"
14839,"121 MAURY AVE, Charlottesville VA"
14840,"121 MAURY AVE, Charlottesville VA"
14841,"606 E MARKET ST, Charlottesville VA"
14842," GREENE CO SO, Charlottesville VA"
14843," GREENE CO SO, Charlottesville VA"
14844," STAUNTON PD, Charlottesville VA"
14845," STAUNTON PD, Charlottesville VA"
14846," STAUNTON PD, Charlottesville VA"
14847," STAUNTON PD, Charlottesville VA"
14848,"212 RIDGE MCINTIRE RD, Charlottesville VA"
14849,"750 HARRIS ST, Charlottesville VA"
14850,"315 E HIGH ST, Charlottesville VA"
14851,"606 E MARKET ST, Charlottesville VA"
14852,"606 E MARKET ST, Charlottesville VA"
14853,"1900 EMMET ST N, Charlottesville VA"
14854,"317 10TH ST NW, Charlottesville VA"
14855,"317 10TH ST NW, Charlottesville VA"
14856,"317 10TH ST NW, Charlottesville VA"
14857,"606 E MARKET ST, Charlottesville VA"
14858,"606 E MARKET ST, Charlottesville VA"
14859,"615 E WATER ST, Charlottesville VA"
14860,"615 E WATER ST, Charlottesville VA"
14861,"2701 MCELROY DR A, Charlottesville VA"
14862,"1610 AVON ST, Charlottesville VA"
14863,"1215 LEE ST, Charlottesville VA"
14864,"606 E MARKET ST, Charlottesville VA"
14865,"110 OLINDA DR B, Charlottesville VA"
14866,"110 OLINDA DR B, Charlottesville VA"
14867,"271 RIDGE MCINTIRE, Charlottesville VA"
14868,"160 PEREGORY LN, Charlottesville VA"
14869,"160 PEREGORY LN, Charlottesville VA"
14870,"160 PEREGORY LN, Charlottesville VA"
14871,"160 PEREGORY LN, Charlottesville VA"
14872,"606 E MARKET ST, Charlottesville VA"
14873,"160 PEREGORY LN, Charlottesville VA"
14874,"906 1ST ST S D, Charlottesville VA"
14875,"906 1ST ST S D, Charlottesville VA"
14876,"606 E MARKET ST, Charlottesville VA"
14877,"606 E MARKET ST, Charlottesville VA"
14878,"606 E MARKET ST, Charlottesville VA"
14879,"1619 MADISON AVE A, Charlottesville VA"
14880,"1619 MADISON AVE A, Charlottesville VA"
14881,"160 PEREGORY LN, Charlottesville VA"
14882,"160 PREGORY LN, Charlottesville VA"
14883,"160 PREGORY LN, Charlottesville VA"
14884,"160 PEREGORY LN, Charlottesville VA"
14885,"606 E MARKET ST, Charlottesville VA"
14886,"606 E MARKET ST, Charlottesville VA"
14887,"606 E MARKET ST, Charlottesville VA"
14888,"606 E MARKET ST, Charlottesville VA"
14889,"606 E MARKET ST, Charlottesville VA"
14890,"1610 AVON ST, Charlottesville VA"
14891,"606 E MARKET ST, Charlottesville VA"
14892,"160 PEREGORY LN, Charlottesville VA"
14893,"160 PEREGORY LN, Charlottesville VA"
14894,"112 E MARKET ST, Charlottesville VA"
14895,"112 E MARKET ST, Charlottesville VA"
14896,"1027 GRADY AVE, Charlottesville VA"
14897,"1027 GRADY AVE, Charlottesville VA"
14898,"1027 GRADY AVE, Charlottesville VA"
14899,
14900,"1610 AVON ST EXT, Charlottesville VA"
14901,"1610 AVON ST EXT, Charlottesville VA"
14902,"1800 JEFFERSON PARK AVE 94, Charlottesville VA"
14903,"102 HARTFORD CT, Charlottesville VA"
14904,"501 E JEFFERSON ST, Charlottesville VA"
14905,"100 COMMERCE ST, Charlottesville VA"
14906,"1610 AVON ST, Charlottesville VA"
14907,"842 ROCKCREEK RD, Charlottesville VA"
14908,"500 W MAIN ST, Charlottesville VA"
14909,"978 ROCKCREEK RD, Charlottesville VA"
14910,"816 HARDY DR, Charlottesville VA"
14911,"816 HARDY DR, Charlottesville VA"
14912,"606 E MARKET ST, Charlottesville VA"
14913,"827 CHERRY AVE, Charlottesville VA"
14914,"800 E HIGH ST, Charlottesville VA"
14915,"516 CLEVELAND AVE A, Charlottesville VA"
14916,"606 E MARKET ST, Charlottesville VA"
14917,"1600 6TH ST SE 1, Charlottesville VA"
14918,"2902 IVY RD, Charlottesville VA"
14919,"2902 IVY RD, Charlottesville VA"
14920,"2902 IVY RD, Charlottesville VA"
14921,"606 E MARKET ST, Charlottesville VA"
14922,"606 E MARKET ST, Charlottesville VA"
14923,"750 HARRIS ST, Charlottesville VA"
14924,"750 HARRIS ST, Charlottesville VA"
14925,"606 E MARKET ST, Charlottesville VA"
14926,"234 HARTMANS MILL RD, Charlottesville VA"
14927,"160 PEREGORY LN, Charlottesville VA"
14928,"160 PEREGORY LN, Charlottesville VA"
14929,"407 MONTICELLO RD, Charlottesville VA"
14930,"700 MAPLE ST, Charlottesville VA"
14931,"700 MAPLE ST, Charlottesville VA"
14932,"800 E MARKET, Charlottesville VA"
14933,"1013 CARLTON AVE, Charlottesville VA"
14934,"1013 CARLTON AVE, Charlottesville VA"
14935,"1013 CARLTON AVE, Charlottesville VA"
14936,"700 MONTROSE AVE, Charlottesville VA"
14937,
14938,"606 E MARKET ST, Charlottesville VA"
14939,"303 E MAIN ST, Charlottesville VA"
14940,"215 W WATER ST, Charlottesville VA"
14941,"300 PRESTON AVE, Charlottesville VA"
14942,"300 PRESTON AVE, Charlottesville VA"
14943,"1300 JEFFERSON PARK AVE, Charlottesville VA"
14944,"706 FRANKLIN ST, Charlottesville VA"
14945,"606 E MARKET ST, Charlottesville VA"
14946,"271 RIDGE MCINTIRE RD, Charlottesville VA"
14947,"271 RIDGE MCINTIRE RD, Charlottesville VA"
14948,"271 RIDGE MCINTIRE RD, Charlottesville VA"
14949,
14950,"606 E MARKET ST, Charlottesville VA"
14951,"826 HARDY DR G, Charlottesville VA"
14952,"826 HARDY DR G, Charlottesville VA"
14953,"826 HARDY DR G, Charlottesville VA"
14954,"826 HARDY DR G, Charlottesville VA"
14955,"826 HARDY DR G, Charlottesville VA"
14956,"824 HARDY DR B, Charlottesville VA"
14957,"606 E MARKET ST, Charlottesville VA"
14958,"310 10TH ST NW, Charlottesville VA"
14959,"200 MONTICELLO AVE, Charlottesville VA"
14960,"200 MONTICELLO AVE, Charlottesville VA"
14961,"606 E MARKET ST, Charlottesville VA"
14962,
14963,
14964,"606 E MARKET ST, Charlottesville VA"
14965,"160 PEREGORY LN, Charlottesville VA"
14966,"160 PEREGORY LN, Charlottesville VA"
14967,"160 PEREGORY LN, Charlottesville VA"
14968,"160 PEREGORY LN, Charlottesville VA"
14969,"606 E MARKET ST, Charlottesville VA"
14970,"109 2ND ST SE, Charlottesville VA"
14971,"109 2ND ST SE, Charlottesville VA"
14972,"2514 JEFFERSON PARE AVE, Charlottesville VA"
14973,"2111 MICHIE DR 57B, Charlottesville VA"
14974,"2111 MICHIE DR 57B, Charlottesville VA"
14975,"2111 MICHIE DR 57B, Charlottesville VA"
14976,"1610 AVON ST, Charlottesville VA"
14977,"826 HARDY DR G, Charlottesville VA"
14978,"826 HARDY DR G, Charlottesville VA"
14979,"606 E MARKET ST, Charlottesville VA"
14980,"1215 LEE ST, Charlottesville VA"
14981,"109 W MAIN ST, Charlottesville VA"
14982,"109 W MAIN ST, Charlottesville VA"
14983,"109 W MAIN ST, Charlottesville VA"
14984,"109 W MAIN ST, Charlottesville VA"
14985,"109 W MAIN ST, Charlottesville VA"
14986,"109 W MAIN ST, Charlottesville VA"
14987,"109 W MAIN ST, Charlottesville VA"
14988,
14989,
14990,
14991,"616 W MAIN ST, Charlottesville VA"
14992,"602 WATSON AVE, Charlottesville VA"
14993,"725 MONTICELLO AVE, Charlottesville VA"
14994,"328 6 1/2 ST SW, Charlottesville VA"
14995,"108 SOUTH ST W, Charlottesville VA"
14996,"1806 BARRACKS RD, Charlottesville VA"
14997,"1053 5TH ST SW, Charlottesville VA"
14998,"1053 5TH ST SW, Charlottesville VA"
14999,"1053 5TH ST SW, Charlottesville VA"
15000,"1053 5TH ST SW, Charlottesville VA"
15001,"1053 5TH ST SW, Charlottesville VA"
15002,"1610 AVON ST, Charlottesville VA"
15003,"405 PREMIER CIR, Charlottesville VA"
15004,"606 E MARKET ST, Charlottesville VA"
15005,"606 E MARKET ST, Charlottesville VA"
15006,"606 E MARKET ST, Charlottesville VA"
15007,
15008,"700 E MAIN ST, Charlottesville VA"
15009,"1610 AVON ST, Charlottesville VA"
15010,"1610 AVON ST, Charlottesville VA"
15011,"700 HARRIS ST, Charlottesville VA"
15012," FLUVANNA COUNTY, Charlottesville VA"
15013," FLUVANNA COUNTY, Charlottesville VA"
15014," FLUVANNA COUNTY, Charlottesville VA"
15015," FLUVANNA COUNTY, Charlottesville VA"
15016,"820 HARDY DR, Charlottesville VA"
15017," RSW REGIONAL JAIL, Charlottesville VA"
15018,"2111 MICHIE DR, Charlottesville VA"
15019,"1304 POPLAR ST, Charlottesville VA"
15020,"502 W MAIN ST, Charlottesville VA"
15021,"750 HARRIS ST, Charlottesville VA"
15022,"816 HINTON AVE, Charlottesville VA"
15023,"606 E MARKET ST, Charlottesville VA"
15024,"606 E MARKET ST, Charlottesville VA"
15025,"606 E MARKET ST, Charlottesville VA"
15026,"750 HARRIS ST, Charlottesville VA"
15027,"606 E MARKET ST, Charlottesville VA"
15028,"606 E MARKET ST, Charlottesville VA"
15029,"160 PEREGORY LN, Charlottesville VA"
15030,"160 PEREGORY LN, Charlottesville VA"
15031,"160 PEREGORY LN, Charlottesville VA"
15032,"208 E MAIN ST, Charlottesville VA"
15033,"606 E MARKET ST, Charlottesville VA"
15034,"160 PEREGORY LN, Charlottesville VA"
15035,"1617 TRAILRIDGE RD, Charlottesville VA"
15036,"1617 TRAILRIDGE RD, Charlottesville VA"
15037,"1617 TRAILRIDGE RD, Charlottesville VA"
15038,"1617 TRAILRIDGE RD, Charlottesville VA"
15039,"606 E MARKET ST, Charlottesville VA"
15040,"1400 WERTLAND ST, Charlottesville VA"
15041,"1400 WERTLAND ST, Charlottesville VA"
15042,"1400 WERTLAND ST, Charlottesville VA"
15043,"1400 WERTLAND ST, Charlottesville VA"
15044,"852 W MAIN ST, Charlottesville VA"
15045,"606 E MARKET ST, Charlottesville VA"
15046,"606 E MARKET ST, Charlottesville VA"
15047,"606 E MARKET ST, Charlottesville VA"
15048,"1504 SHORT 18TH ST, Charlottesville VA"
15049,"625 W MAIN ST, Charlottesville VA"
15050,"606 E MARKET, Charlottesville VA"
15051,"750 PROSPECT AVE, Charlottesville VA"
15052," NELSON COUNTY, Charlottesville VA"
15053,"300 5TH ST SW, Charlottesville VA"
15054,"160 PEREGORY LN, Charlottesville VA"
15055,"2006 STADIUM RD 9, Charlottesville VA"
15056,"1610 AVON ST, Charlottesville VA"
15057,"1610 AVON ST, Charlottesville VA"
15058,"1200 CARLTON AVE C, Charlottesville VA"
15059,"1200 CARLTON AVE C, Charlottesville VA"
15060,"1200 CARLTON AVE C, Charlottesville VA"
15061,"1200 CARLTON AVE C, Charlottesville VA"
15062,"1200 CARLTON AVE C, Charlottesville VA"
15063,"2006 STADIUM RD 4, Charlottesville VA"
15064,"160 PEREGORY LN, Charlottesville VA"
15065,"111 MIDDLESEX DR A, Charlottesville VA"
15066,"111 MIDDLESEX DR A, Charlottesville VA"
15067,"606 E MARKET ST, Charlottesville VA"
15068,"918 PRESTON AVE, Charlottesville VA"
15069,"918 PRESTON AVE, Charlottesville VA"
15070,"200 W WATER ST, Charlottesville VA"
15071,"200 W WATER ST, Charlottesville VA"
15072,"200 W WATER ST, Charlottesville VA"
15073,"240 ROLKIN RD, Charlottesville VA"
15074,"802 CYNTHIANNA AVE, Charlottesville VA"
15075,"1700 JEFFERSON PARK AVE, Charlottesville VA"
15076,"500 6TH ST SE, Charlottesville VA"
15077,"1800 MONTICELLO RD, Charlottesville VA"
15078,"1800 MONTICELLO RD, Charlottesville VA"
15079,"221 CARLTON RD, Charlottesville VA"
15080,"221 CARLTON RD, Charlottesville VA"
15081,"762 PROSPECT AVE, Charlottesville VA"
15082,"762 PROSPECT AVE, Charlottesville VA"
15083,"1516 ROSA TERRACE, Charlottesville VA"
15084,"1162 5TH ST, Charlottesville VA"
15085,"1162 5TH ST, Charlottesville VA"
15086,"500 CHERRY AVE, Charlottesville VA"
15087,"606 E MARKET ST, Charlottesville VA"
15088,"606 E MARKET ST, Charlottesville VA"
15089,"606 E MARKET ST, Charlottesville VA"
15090,"606 E MARKET ST, Charlottesville VA"
15091,"606 E MARKET ST, Charlottesville VA"
15092,"606 E MARKET ST, Charlottesville VA"
15093,"800 E MARKET ST, Charlottesville VA"
15094,"2522 NAYLOR ST B, Charlottesville VA"
15095,"700 E MAIN ST, Charlottesville VA"
15096,"1200 E MARKET ST, Charlottesville VA"
15097,"1200 E MARKET ST, Charlottesville VA"
15098,"1200 E MARKET ST, Charlottesville VA"
15099,"1200 E MARKET ST, Charlottesville VA"
15100,"710 CYNTHIANNA AVE, Charlottesville VA"
15101,"800 E MARKET ST, Charlottesville VA"
15102,"2303 N BERKSHIRE RD A, Charlottesville VA"
15103,"606 E MARKET ST, Charlottesville VA"
15104,"112 N BAKER ST, Charlottesville VA"
15105,"201 E MAIN ST, Charlottesville VA"
15106,"750 HARRIS ST, Charlottesville VA"
15107,"1416 VINE ST, Charlottesville VA"
15108,"606 E MARKET ST, Charlottesville VA"
15109,"1400 WERTLAND ST, Charlottesville VA"
15110,"500 1ST ST S, Charlottesville VA"
15111,
15112,"1610 AVON ST, Charlottesville VA"
15113,"1610 AVON ST, Charlottesville VA"
15114,"1610 AVON ST, Charlottesville VA"
15115,"700 W MAIN ST, Charlottesville VA"
15116," RICHMOND PD, Charlottesville VA"
15117," RICHMOND PD, Charlottesville VA"
15118,"100 FRANKLIN ST, Charlottesville VA"
15119,"100 FRANKLIN ST, Charlottesville VA"
15120,"240 ZAN RD, Charlottesville VA"
15121,"709 PROSPECT AVE, Charlottesville VA"
15122,"160 PEREGORY LN, Charlottesville VA"
15123,"1325 W MAIN ST, Charlottesville VA"
15124,"728 CUNNINGHAM RD, Charlottesville VA"
15125,"728 CUNNINGHAM RD, Charlottesville VA"
15126,"728 CUNNINGHAM RD, Charlottesville VA"
15127,"728 CUNNINGHAM RD, Charlottesville VA"
15128,"1006 2ND ST SE, Charlottesville VA"
15129,"1006 2ND ST SE, Charlottesville VA"
15130," FLUVANNA CO SHERIFFS OFFICE, Charlottesville VA"
15131,"1159 EMMET ST, Charlottesville VA"
15132,"121 W MAINS T, Charlottesville VA"
15133,"160 PEREGORY LN, Charlottesville VA"
15134,
15135,"750 HARRIS ST, Charlottesville VA"
15136,"750 HARRIS ST, Charlottesville VA"
15137,"606 E MARKET ST, Charlottesville VA"
15138,
15139,
15140,"160 PEREGORY LN, Charlottesville VA"
15141,"750 HARRIS ST, Charlottesville VA"
15142,"606 E MARKET ST, Charlottesville VA"
15143,"100 3RD ST SE, Charlottesville VA"
15144,"101 ANTOINETTE CT, Charlottesville VA"
15145,"101 ANTOINETTE CT, Charlottesville VA"
15146,"101 ANTOINETTE CT, Charlottesville VA"
15147,"1610 AVON ST, Charlottesville VA"
15148,"1610 AVON ST, Charlottesville VA"
15149,"1610 AVON ST, Charlottesville VA"
15150,"1610 AVON ST, Charlottesville VA"
15151,"400 W MIAN ST, Charlottesville VA"
15152,"400 W MIAN ST, Charlottesville VA"
15153,"400 W MIAN ST, Charlottesville VA"
15154,"400 W MIAN ST, Charlottesville VA"
15155,"625 W MAIN ST, Charlottesville VA"
15156,"2500 HYDRAULIC RD, Charlottesville VA"
15157,"2500 HYDRAULIC RD, Charlottesville VA"
15158,"2500 HYDRAULIC RD, Charlottesville VA"
15159,"2500 HYDRAULIC RD, Charlottesville VA"
15160,"2500 HYDRAULIC RD, Charlottesville VA"
15161,"700 E MAIN ST, Charlottesville VA"
15162,"1110 FOREST HILLS DR, Charlottesville VA"
15163,"1000 FOREST HILLS AVE, Charlottesville VA"
15164,"1000 FOREST HILLS AVE, Charlottesville VA"
15165,"1000 FOREST HILLS AVE, Charlottesville VA"
15166,"1000 FOREST HILLS AVE, Charlottesville VA"
15167,"808 HARDY DR B, Charlottesville VA"
15168,"160 PEREGORY LN, Charlottesville VA"
15169,"160 PEREGORY LN, Charlottesville VA"
15170,"160 PEREGORY LN, Charlottesville VA"
15171,"400 W HIGH ST, Charlottesville VA"
15172,"400 W HIGH ST, Charlottesville VA"
15173,"400 W HIGH ST, Charlottesville VA"
15174,"1215 LEE ST, Charlottesville VA"
15175,"700 E MAIN ST, Charlottesville VA"
15176,"606 E MARKET ST, Charlottesville VA"
15177,"606 E MARKET ST, Charlottesville VA"
15178,"606 E MARKET ST, Charlottesville VA"
15179,"606 E MARKET ST, Charlottesville VA"
15180,"606 E MARKET ST, Charlottesville VA"
15181,"606 E MARKET ST, Charlottesville VA"
15182,
15183,
15184,"101 GEORGETOWN RD B, Charlottesville VA"
15185,"1610 AVON ST EXT, Charlottesville VA"
15186,"1610 AVON ST EXT, Charlottesville VA"
15187,"1035 N EMEMT ST, Charlottesville VA"
15188,"1035 N EMEMT ST, Charlottesville VA"
15189,"1035 N EMEMT ST, Charlottesville VA"
15190,"606 E MARKET ST, Charlottesville VA"
15191,"606 E MARKET ST, Charlottesville VA"
15192,
15193,"1610 AVON ST, Charlottesville VA"
15194,"1700 HYDRAULIC RD, Charlottesville VA"
15195,"606 E MARKET ST, Charlottesville VA"
15196,"322 RIVERSIDE AVE B, Charlottesville VA"
15197,"606 E MARKET ST, Charlottesville VA"
15198,
15199,
15200,"160 PEREGORY LN, Charlottesville VA"
15201,"160 PEREGORY LN, Charlottesville VA"
15202,"160 PEREGORY LN, Charlottesville VA"
15203,"928 1ST ST S C, Charlottesville VA"
15204,"928 1ST ST S C, Charlottesville VA"
15205,"315 E HIGH ST, Charlottesville VA"
15206,"1416 VINE ST A1, Charlottesville VA"
15207,"400 E HIGH ST, Charlottesville VA"
15208,"1500 ROOSEVELT BROWN BLVD, Charlottesville VA"
15209,"6900 ESMONT RD, Charlottesville VA"
15210,"6900 ESMONT RD, Charlottesville VA"
15211,"6900 ESMONT RD, Charlottesville VA"
15212,"6900 ESMONT RD, Charlottesville VA"
15213,"6900 ESMONT RD, Charlottesville VA"
15214,"6900 ESMONT RD, Charlottesville VA"
15215,"1037 EMMET ST N, Charlottesville VA"
15216,"1037 EMMET ST N, Charlottesville VA"
15217,"1413 UNIVERSITY AVE, Charlottesville VA"
15218,"600 W MAIN ST, Charlottesville VA"
15219,
15220,
15221,
15222,"606 E MARKET ST, Charlottesville VA"
15223,"415 9TH ST SW, Charlottesville VA"
15224,
15225,"738 PROSPECT AVE, Charlottesville VA"
15226,"738 PROSPECT AVE, Charlottesville VA"
15227,"615 E WATER ST, Charlottesville VA"
15228,"618 ALTAVISTA AVE, Charlottesville VA"
15229,"1200 CARLTON AVE C, Charlottesville VA"
15230,"606 E MARKET ST, Charlottesville VA"
15231,"606 E MARKET ST, Charlottesville VA"
15232,"606 E MARKET ST, Charlottesville VA"
15233,"606 E MARKET ST, Charlottesville VA"
15234,"160 PERGORY LN, Charlottesville VA"
15235,"200 ROSEHILL DR, Charlottesville VA"
15236,"202 10TH ST NW, Charlottesville VA"
15237,"306 7 1/2 ST SW, Charlottesville VA"
15238,"271 RIDGE MCINTIRE, Charlottesville VA"
15239,"700 ROSE HILL DR, Charlottesville VA"
15240,"736 PROSPECT AVE, Charlottesville VA"
15241,"917 PRESTON AVE, Charlottesville VA"
15242,"606 E MARKET ST, Charlottesville VA"
15243,"509 12TH ST NW, Charlottesville VA"
15244,"1207 GRADY AVE, Charlottesville VA"
15245,"517 RIDGE ST, Charlottesville VA"
15246,"766 ORANGEDALE AVE, Charlottesville VA"
15247,"606 E MARKET ST, Charlottesville VA"
15248,"237 HUNTLEY DR, Charlottesville VA"
15249,"606 E MARKET ST, Charlottesville VA"
15250,
15251,"721 PROSPECT AVE, Charlottesville VA"
15252,"721 PROSPECT AVE, Charlottesville VA"
15253,"721 PROSPECT AVE, Charlottesville VA"
15254,"721 PROSPECT AVE, Charlottesville VA"
15255,"800 W MAIN ST, Charlottesville VA"
15256,"160 PEREGORY LN, Charlottesville VA"
15257,"160 PEREGORY LN, Charlottesville VA"
15258,"160 PEREGORY LN, Charlottesville VA"
15259,"317 10TH ST NW, Charlottesville VA"
15260,"317 10TH ST NW, Charlottesville VA"
15261,"1600 MONTICELLO RD, Charlottesville VA"
15262,"1112 E MARKET ST, Charlottesville VA"
15263,"401 4TH ST NW, Charlottesville VA"
15264,"411 E HIGH ST, Charlottesville VA"
15265,"411 E HIGH ST, Charlottesville VA"
15266,"401 4TH ST NW, Charlottesville VA"
15267,"910 ELLIOTT AVE B, Charlottesville VA"
15268,"1300 EMMET ST N, Charlottesville VA"
15269,"606 E MARKET ST, Charlottesville VA"
15270,"606 E MARKET ST, Charlottesville VA"
15271,"606 E MARKET ST, Charlottesville VA"
15272,"606 E MARKET ST, Charlottesville VA"
15273,"606 E MARKET ST, Charlottesville VA"
15274,"606 E MARKET ST, Charlottesville VA"
15275,"606 E MARKET ST, Charlottesville VA"
15276,"109 2ND ST SE, Charlottesville VA"
15277,"828 CHERRY AVE, Charlottesville VA"
15278,"828 CHERRY AVE, Charlottesville VA"
15279,"828 CHERRY AVE, Charlottesville VA"
15280,"606 E MARKET ST, Charlottesville VA"
15281,"606 E MARKET ST, Charlottesville VA"
15282,"606 E MARKET ST, Charlottesville VA"
15283,"606 E MARKET ST, Charlottesville VA"
15284,"606 E MARKET ST, Charlottesville VA"
15285,"606 E MARKET ST, Charlottesville VA"
15286,"1009 CARLTON AVE, Charlottesville VA"
15287,"1009 CARLTON AVE, Charlottesville VA"
15288,"1009 CARLTON AVE, Charlottesville VA"
15289," MIDDLE REGIONAL JAIL, Charlottesville VA"
15290," MIDDLE REGIONAL JAIL, Charlottesville VA"
15291," MIDDLE REGIONAL JAIL, Charlottesville VA"
15292," MIDDLE REGIONAL JAIL, Charlottesville VA"
15293," MIDDLE REGIONAL JAIL, Charlottesville VA"
15294,"503 ROCKLAND AVE B, Charlottesville VA"
